season,age_group,series_name,model_name,model_family,test_mae,rolling_mean_mae,test_rank,rolling_rank,rank_score,recommended_model,decision_type,best_test_model,best_rolling_model,structure_name,fractional,observation_map,delay_weeks,score_policy,score,score_formula,numerical_failure_flag
2018-19,0-4 yr,2018-19 / 0-4 yr,validation_only_structure_selection,structure_discovery_ablation,2.0716517791767903,1.175438768230016,1,4,5,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,SEIAR,True,I,0.0,validation_only,0.6389210161638549,val_mae,True
2018-19,0-4 yr,2018-19 / 0-4 yr,no_observation_search_discovery,structure_discovery_ablation,2.1511687130137545,0.8490081571421909,2,2,4,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,SEIRS,False,I,0.0,stability_aware,0.873288184849975,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,True
2018-19,0-4 yr,2018-19 / 0-4 yr,delayed_observation_seir,epidemic_model,2.233103677942661,1.4306698563645246,3,6,9,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,True
2018-19,0-4 yr,2018-19 / 0-4 yr,constrained_structure_discovery,structure_discovery,2.6376880772771463,1.2166015611243688,4,5,9,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,SEIHR,False,H,0.0,stability_aware,1.094642758378655,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,True
2018-19,0-4 yr,2018-19 / 0-4 yr,arima_auto_small,forecast_baseline,2.642857142857143,0.6461538461538462,5,1,6,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,False
2018-19,0-4 yr,2018-19 / 0-4 yr,last_observed,forecast_baseline,2.642857142857143,0.6461538461538462,5,1,6,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,False
2018-19,0-4 yr,2018-19 / 0-4 yr,rolling_mean_4wk,forecast_baseline,2.7178571428571425,0.9326923076923077,6,3,9,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,False
2018-19,0-4 yr,2018-19 / 0-4 yr,deterministic_seir,epidemic_model,6.427809165859225,1.4312756610546669,7,7,14,no_observation_search_discovery,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,True
2018-19,>= 65 yr,2018-19 / >= 65 yr,rolling_mean_4wk,forecast_baseline,9.960714285714287,5.584615384615384,1,5,6,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,False
2018-19,>= 65 yr,2018-19 / >= 65 yr,arima_auto_small,forecast_baseline,12.700000000000001,2.5307692307692307,2,1,3,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,False
2018-19,>= 65 yr,2018-19 / >= 65 yr,last_observed,forecast_baseline,12.700000000000001,2.5307692307692307,2,1,3,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,False
2018-19,>= 65 yr,2018-19 / >= 65 yr,no_observation_search_discovery,structure_discovery_ablation,20.708289682550994,2.769689060380948,3,3,6,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,SEIR,True,I,0.0,stability_aware,4.296275467428861,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,True
2018-19,>= 65 yr,2018-19 / >= 65 yr,constrained_structure_discovery,structure_discovery,21.97214126165628,2.6965972463914833,4,2,6,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,SEIR,False,delayed_I,3.0,stability_aware,4.579104374954743,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,True
2018-19,>= 65 yr,2018-19 / >= 65 yr,validation_only_structure_selection,structure_discovery_ablation,22.284512347863306,3.945101715669179,5,4,9,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,SEIAR,True,I,0.0,validation_only,4.5537691014516914,val_mae,True
2018-19,>= 65 yr,2018-19 / >= 65 yr,deterministic_seir,epidemic_model,23.66998707397756,6.4244204462774395,6,6,12,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,True
2018-19,>= 65 yr,2018-19 / >= 65 yr,delayed_observation_seir,epidemic_model,24.153325038754495,6.695318429539143,7,7,14,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,True
2018-19,Overall,2018-19 / Overall,rolling_mean_4wk,forecast_baseline,2.8607142857142853,1.3576923076923078,1,5,6,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,False
2018-19,Overall,2018-19 / Overall,arima_auto_small,forecast_baseline,3.385714285714286,0.6000000000000001,2,1,3,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,False
2018-19,Overall,2018-19 / Overall,last_observed,forecast_baseline,3.385714285714286,0.6000000000000001,2,1,3,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,False
2018-19,Overall,2018-19 / Overall,validation_only_structure_selection,structure_discovery_ablation,3.9248431222478812,0.955671438548594,3,3,6,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,SEIAR,True,delayed_I,1.0,validation_only,1.5160494190761558,val_mae,True
2018-19,Overall,2018-19 / Overall,no_observation_search_discovery,structure_discovery_ablation,3.9528451888304574,0.9295147662156432,4,2,6,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,SEIR,False,I,0.0,stability_aware,1.3166712562359995,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,True
2018-19,Overall,2018-19 / Overall,delayed_observation_seir,epidemic_model,4.075014176231464,1.7154755752704414,5,6,11,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,True
2018-19,Overall,2018-19 / Overall,deterministic_seir,epidemic_model,4.109004274360867,1.7956333469421621,6,7,13,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,,,,,,,,True
2018-19,Overall,2018-19 / Overall,constrained_structure_discovery,structure_discovery,4.125971564878726,1.0200312432802312,7,4,11,arima_auto_small,stability_preferred,rolling_mean_4wk,arima_auto_small,SEIHR,True,H,0.0,stability_aware,1.2454182552320765,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,True
2019-20,0-4 yr,2019-20 / 0-4 yr,validation_only_structure_selection,structure_discovery_ablation,1.9090265851978594,1.7699227192871954,1,6,7,deterministic_seir,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,SEIAR,False,delayed_I,2.0,validation_only,1.0345151144014555,val_mae,True
2019-20,0-4 yr,2019-20 / 0-4 yr,deterministic_seir,epidemic_model,1.9171201050421338,1.1449557931673782,2,2,4,deterministic_seir,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,True
2019-20,0-4 yr,2019-20 / 0-4 yr,delayed_observation_seir,epidemic_model,2.2627235608184963,1.597770117130302,3,4,7,deterministic_seir,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,True
2019-20,0-4 yr,2019-20 / 0-4 yr,arima_auto_small,forecast_baseline,2.3428571428571425,1.0,4,1,5,deterministic_seir,balanced_tradeoff,validation_only_structure_selection,arima_auto_small,,,,,,,,False
